channel_name	channel_code	alias_name
新视觉旅游	sitv_travel	新视觉旅游
互动导视	hudong	互动导视
东方购物二套	dongfanggw2	东方购物二套/东方购物二/东方购物2
陕西三套	shxitv4	陕西三套/陕西三/陕西电视台家庭生活频道/陕西电视台家庭生活/陕视家庭生活频道/陕视家庭生活/陕西/陕西电视台3套/陕西电视台3/陕西家庭生活频道/陕西家庭生活/陕西台家庭生活频道/陕西台家庭生活/陕西3套/陕西3/陕西三台/陕西3台/sxtvs3/陕西生活
四川新闻资讯频道	sctv4	四川新闻资讯频道/四川新闻资讯/四川电视台新闻资讯频道/四川电视台新闻资讯/sctv4/sctv4新闻频道/sctv4新闻/四川电视台4套/四川电视台4/四川台新闻资讯频道/四川台新闻资讯/四川新闻咨讯频道/四川新闻咨讯/四川四套/四川四/四川4套/四川4/四川新闻频道/四川新闻/四川四台
天津科教频道	tjtv7	天津科教频道/天津科教/天津电视台科教频道/天津电视台科教/天津电视科教频道/天津电视科教/tjtv6/天津六套/天津六/天津6套/天津6/天津六台/天津6台/天津六套科教频道/天津六套科教/天津科教台
XJTV2	xjtv2	xjtv2/新疆电视台维语新闻综合频道/新疆电视台维语新闻综合/新疆电视台第二频道维语新闻综合频道/新疆电视台第二频道维语新闻综合/新疆电视台二频道/新疆电视台二/新疆电视台二套维语新闻综合频道/新疆电视台二套维语新闻综合/新疆台2频道/新疆台2/新疆维语新闻综合频道/新疆维语新闻综合/新疆二台/新疆二/新疆2台/新疆2/新疆2套/新疆二套/新疆维吾尔语/维吾尔语新闻频道/维吾尔语新闻/新疆卫视维语/新疆卫视2/新疆维语新闻
昆明阳光频道	kmtv2	昆明阳光频道/昆明阳光/昆明电视台阳光频道/昆明电视台阳光/kmtv2/昆明生活/昆明二套/昆明二/昆明2套/昆明2/昆明2台/昆明二台/昆明电视台生活频道/昆明电视台生活/昆明生活频道/昆明经济生活频道/昆明经济生活/昆明经济频道/昆明经济
昆明财富频道	kmtv4	昆明财富频道/昆明财富/昆明电视台财富频道/昆明电视台财富/kmtv4/昆明体育娱乐频道/昆明体育娱乐/昆明体育/昆明四套/昆明四/昆明4套/昆明4/昆明四台/昆明4台/昆明电视台体育频道/昆明电视台体育/昆明体育频道
浙江影视娱乐	zjtv5	浙江影视娱乐/浙江电视台影视娱乐频道/浙江电视台影视娱乐/浙江台影视娱乐/浙江台影视娱乐频道/浙江影视文化频道/浙江影视文化/浙江卫视5套/浙江卫视5/浙江五套影视文化频道/浙江五套影视文化/浙江影视频道/浙江影视/ztv影视娱乐/ztv5
浙江公共新闻	zjtv7	浙江公共新闻/浙江电视台公共新闻频道/浙江电视台公共新闻/cztv7/浙江公共频道/浙江公共/浙江公共·新农村频道/浙江公共·新农村/浙江新农村频道/浙江新农村/ztv7/浙江公共新农村频道/浙江公共新农村/浙江新闻频道/浙江新闻/浙江公共台
浙江卫视欧洲	zjtv13	浙江卫视欧洲
温州都市生活	wztv3	温州都市生活/温州电视台都市生活频道/温州电视台都市生活/温州台都市生活频道/温州台都市生活/温州都市频道/温州都市/温州生活频道/温州生活/温州3台/温州3/温州都市生活台/温州都市台/温州生活台/温州三台/温州三
金华新闻综合	jinhuatv1	金华新闻综合/金华电视台新闻综合频道/金华电视台新闻综合/金华台新闻综合频道/金华台新闻综合/金华综合台/金华综合/金华综合频道/金华新闻频道/金华新闻
临汾三套	linfentv3	临汾三套/临汾三/临汾电视台三套/临汾电视台三/临汾3套/临汾3/临汾台三套/临汾台三/临汾3台/临汾三台/临汾科学教育频道/临汾科学教育/临汾科教频道/临汾科教/linfen3
枣庄公共频道	zaozhuang2	枣庄公共频道/枣庄公共/枣庄电视台公共频道/枣庄电视台公共/枣庄台公共频道/枣庄台公共/枣庄公共电视台/枣庄公共电视/枣庄公共台
延边TV1	ybtv1	延边tv1/延边电视台新闻综合频道/延边电视台新闻综合
银川台公共频道	yinchuang3	银川台公共频道/银川台公共/银川电视台公共频道/银川电视台公共/银川公共频道/银川公共/银川公共台
信阳平桥频道	xinyang2	信阳平桥频道/信阳平桥/信阳电视台平桥频道/信阳电视台平桥/信阳平桥台
石家庄一套	shijiazhuang1	石家庄一套/石家庄一/石家庄电视台新闻综合频道/石家庄电视台新闻综合/石家庄电视台1/石家庄电视台1频道/石家庄电视台1套/石家庄电视台一套/石家庄电视台一/石家庄新闻综合频道/石家庄新闻综合/石家庄1套/石家庄1/石家庄一台/石家庄1台/石家庄新闻频道/石家庄新闻
石家庄二套	shijiazhuang2	石家庄二套/石家庄二/石家庄电视台娱乐频道/石家庄电视台娱乐/石家庄电视台2/石家庄电视台2频道/石家庄电视台2套/石家庄电视台二套/石家庄电视台二/石家庄娱乐/石家庄2套/石家庄2/石家庄二台/石家庄娱乐台
烟台经济生活	yantai2	烟台经济生活/烟台电视台经济生活频道/烟台电视台经济生活/烟台2台/烟台2/烟台2套/烟台二套/烟台二/烟台经济生活频道/yttv2/烟台经济频道/烟台经济/烟台生活频道/烟台生活/ytv2/烟台经济生活台/烟台二台
烟台都市文体	yantai4	烟台都市文体/烟台电视台都市文体频道/烟台电视台都市文体/烟台4台/烟台4/烟台4套/烟台都市文体频道/yttv4/烟台四/ytv4/烟台都市文体台/烟台四台
西安商务资迅频道	xian3	西安商务资迅频道/西安商务资迅/西安电视台商务资讯频道/西安电视台商务资讯/西安3台/西安3/西安3套/西安三套/西安三/西安商务资讯频道/西安商务资讯/西安电视台3套商务资讯频道/西安电视台3套商务资讯/xatv3/西安三台
南昌公共频道	nanchang2	南昌公共频道/南昌公共/南昌电视台公共频道/南昌电视台公共/南昌公共台/南昌4/nctv4/南昌电视台4/南昌四台/南昌四
导视频道	ds	导视频道/导视/滁州高清导视/付费节目指南/日照导视/浙江网视/铜川电视指南/南阳导视/温洲导视/96371服务/节目导视/集团导视高清/数字电视导航/数字电视服务/枣庄数字导视/健康导视hd/数字导视/电视导播/宁波华数/菏泽数字电视导视/广电网络/导视信息/itv导视/荆州导视/晋城导视/有线导视/漳州导视/铁岭导视/视事通导视/导视综合/江夏有线/潮州宣传频道/潮州宣传/固安导视
歌华导视	ghdaoshi	歌华导视
澳亚卫视	mastv1	澳亚卫视/澳门澳亚卫视/澳亚卫视中文台/澳亚卫视中文/澳门卫视澳亚台/澳门卫视澳亚/澳亚卫视台
广州气象频道	gz_weather_tv	广州气象频道/广州气象/应急气象/广东应急气象
高清精选	hsgqjx	高清精选/华数高清精选/华数综合频道/华数综合/高清娱乐频道/高清娱乐/精选高清
TVB8	tvb8	tvb8/tvb8电视台/tvb8电视/tvb8频道/香港无线8
TVB星河频道	tvb9	tvb星河频道/tvb星河/星河频道/星河/星河台/tvb星河频道台/tvb xinghe/tvbs星河频道/tvbs星河/tvb星河卫视
卫视音乐	channel_v_cn	卫视音乐/channel [v]/星空音乐频道/星空音乐/channel v音乐台/channel v音乐/channel [v] mainland china/channel v/[v]音乐台/[v]音乐/channel【v】/[v] china/channel [v] 中國/channel [v] 中國大陸/音乐电视台/音乐电视
天鹅购物	swango	天鹅购物/哈尔滨天鹅购物频道/哈尔滨天鹅购物
炫动3D	hs3d	炫动3d/华数炫动3d/高清3d综艺
IPTV5PLUS	iptv5	iptv5plus
乐居吴江频道	wjtv4	乐居吴江频道/乐居吴江/吴江电影资讯频道/吴江电影资讯
NVOD 4K	nvod4k	nvod 4k
徐州文艺影视	xztv3	徐州文艺影视/徐州电视台文艺影视/徐州·3
三亚新闻综合频道	hnsytv1	三亚新闻综合频道/三亚新闻综合/三亚电视台新闻综合频道/三亚电视台新闻综合/三亚电视台1/三亚一套/三亚一/三亚电视台/三亚电视/三亚一台/三亚1套/三亚1/三亚tv
喜剧影院	xjyy	喜剧影院
睛彩江西	jcjxpd	睛彩江西
呼伦贝尔新闻综合	hlbrtv1	呼伦贝尔新闻综合/呼伦贝尔电视台新闻综合频道/呼伦贝尔电视台新闻综合/呼伦贝尔1
扬州江都频道	yzjiangdu	扬州江都频道/扬州江都/扬州江都台
唐山新闻频道	tssv1	唐山新闻频道/唐山新闻/唐山电视台新闻综合频道/唐山电视台新闻综合/唐山1/唐山一台/唐山一
揭阳综合频道	gdjytv1	揭阳综合频道/揭阳综合/揭阳电视台综合频道/揭阳电视台综合
九江三套	jxjjtv3	九江三套/九江三/九江电视台科教法制频道/九江电视台科教法制/jjtv3
山西导视	sxds	山西导视
连云港综合频道	lyg1	连云港综合频道/连云港综合/连云港电视台新闻综合频道/连云港电视台新闻综合
盐城三套	yanchengtv3	盐城三套/盐城三/盐城电视台三套/盐城电视台三/盐城电视台城市公共频道/盐城电视台城市公共/盐城城市公共/盐城城市公共台
乌鲁木齐新闻综合	utv1	乌鲁木齐新闻综合/乌鲁木齐电视台新闻综合频道/乌鲁木齐电视台新闻综合/乌鲁木齐台1/utv1/乌鲁木齐台一台/乌鲁木齐台一
乌鲁木齐影视频道	utv3	乌鲁木齐影视频道/乌鲁木齐影视/乌鲁木齐电视台影视频道/乌鲁木齐电视台影视/乌鲁木齐台3/utv3/乌鲁木齐台三台/乌鲁木齐台三
聊城水城频道	lctv4	聊城水城频道/聊城水城/聊城电视台水城频道/聊城电视台水城/lctv4/聊城图文频道/聊城图文
邯郸新闻频道	hdtv_1	邯郸新闻频道/邯郸新闻/邯郸新闻综合频道/邯郸新闻综合/邯郸电视台1
承德电视台3	chengdetv3	承德电视台3/承德电视台旅游文化频道/承德电视台旅游文化/承德电视台影视剧频道/承德电视台影视剧/承德影视剧频道/承德影视剧/承德旅游文化
松原影视频道	sytv3	松原影视频道/松原影视/松原电视台少儿影视频道/松原电视台少儿影视/sytv3/松原少儿影视台/松原少儿影视
淮安新闻频道	hatv1	淮安新闻频道/淮安新闻/淮安电视台新闻综合频道/淮安电视台新闻综合/淮安新闻综合/淮安新闻台
淮安娱乐频道	hatv3	淮安娱乐频道/淮安娱乐/淮安电视台影视娱乐频道/淮安电视台影视娱乐/淮安影视娱乐/淮安娱乐台
南通社教频道频道	nttv2	南通社教频道频道/南通社教频道/南通电视台社教综合频道/南通电视台社教综合/南通二套/南通二/南通二台/南通社教台/南通社教
桂林科教旅游频道	glkjly	桂林科教旅游频道/桂林科教旅游/桂林电视台科教旅游频道/桂林电视台科教旅游/桂林科教旅游台
如皋文化频道	rgjywh	如皋文化频道/如皋文化/如皋电视台文化频道/如皋电视台文化/如皋文化台
淮南新闻综合	huainantv1	淮南新闻综合/淮南电视台新闻频道/淮南电视台新闻/淮南一套/淮南一/淮南一台
淮南时尚娱乐	huainantv3	淮南时尚娱乐/淮南电视台时尚娱乐频道/淮南电视台时尚娱乐/淮南电视台影视频道/淮南电视台影视/淮南三套/淮南三/淮南三台
萍乡赣西频道	pxitv2	萍乡赣西频道/萍乡赣西/萍乡电视台赣西频道/萍乡电视台赣西/pxtv2/萍乡赣西台
梅县综合频道	gdmxtv1	梅县综合频道/梅县综合/梅县电视台综合频道/梅县电视台综合
梅州客家公共频道	gdmztv2	梅州客家公共频道/梅州客家公共/梅州电视台客家公共频道/梅州电视台客家公共/mztv2/梅州客家公共台
常德图文频道	hncdtv4	常德图文频道/常德图文/常德电视台图文频道/常德电视台图文/常德图文台
济宁中区电视剧	sdjnzq1	济宁中区电视剧/济宁中区电视剧频道/济宁中区电视剧台
菏泽综艺频道	hztv3	菏泽综艺频道/菏泽综艺/菏泽电视台综艺频道/菏泽电视台综艺/菏泽电视台三套/菏泽电视台三/菏泽三套/菏泽三/菏泽影视频道/菏泽影视/菏泽三台/菏泽综艺台
十堰教育频道	hbsytv6	十堰教育频道/十堰教育/十堰电视台教育频道/十堰电视台教育
安阳科教频道	aytv3	安阳科教频道/安阳科教/安阳电视台科教频道/安阳电视台科教/安阳科学教育频道/安阳科学教育/安阳三套/安阳三/安阳科学教育台/安阳三台
许昌综合频道	hnxctv1	许昌综合频道/许昌综合/许昌电视台新闻综合频道/许昌电视台新闻综合/许昌一套/许昌一/许昌新闻综合频道/许昌新闻综合/许昌一台/许昌新闻综合台
NEWTV农业致富	nyzhifu	newtv农业致富
多彩云韩剧	gzhjjc	多彩云韩剧
商丘文体科教频道	sqtvca3	商丘文体科教频道/商丘文体科教/商丘电视台文体科教频道/商丘电视台文体科教/商丘文体科教台
东海影视频道	dhys	东海影视频道/东海影视/东海电视台影视频道/东海电视台影视/晶城影院频道/晶城影院
亳州新闻频道	haozhoutv1	亳州新闻频道/亳州新闻/亳州电视台新闻综合频道/亳州电视台新闻综合/亳州新闻综合频道/亳州新闻综合/亳州综合频道/亳州综合/亳州新闻综合台/亳州综合台
环球军事	huanqiujs	环球军事
胜利影视频道	slyttv2	胜利影视频道/胜利影视/胜利电视台影视频道/胜利电视台影视/胜利电视二套/胜利电视二/胜利2/胜利二台/胜利二
东营经济频道	dytvca3	东营经济频道/东营经济/东营电视台经济频道/东营电视台经济/东营经济台
白银公共频道	baiyintv2	白银公共频道/白银公共/白银电视台公共频道/白银电视台公共/白银公共台
河池新闻综合频道	hchtv1	河池新闻综合频道/河池新闻综合/河池电视台新闻综合频道/河池电视台新闻综合
仪征新闻频道	yizhengxw	仪征新闻频道/仪征新闻/仪征电视台新闻综合频道/仪征电视台新闻综合/仪征新闻综合频道/仪征新闻综合
安徽影视频道	ahtv3	安徽影视频道/安徽影视/安徽电视台影视频道/安徽电视台影视/ahtv影视频道/ahtv影视/安徽台3频道/安徽台3/安徽台影视频道/安徽台影视/ahtv3/安徽台影视台
安徽公共频道	ahtv5	安徽公共频道/安徽公共/安徽电视台公共频道/安徽电视台公共/ahtv公共频道/ahtv公共/安徽台5频道/安徽台5/安徽台公共频道/安徽台公共/ahtv5/安徽台公共台
合肥电视剧频道	hfdianshiju	合肥电视剧频道/合肥电视剧
合肥教育法制	hefeitv3	合肥教育法制/合肥电视台教育法制频道/合肥电视台教育法制/合肥台3频道/合肥台3/合肥台法制频道/合肥台法制/法制教育频道/法制教育/合肥电视台法制频道/合肥电视台法制/合肥电视台法制教育频道/合肥电视台法制教育/合肥台法制台/法制教育台
重庆科教频道	ccqtv4	重庆科教频道/重庆科教/重庆电视台科教频道/重庆电视台科教/重庆台科教频道/重庆台科教/重庆三套/重庆三/重庆3套/重庆3/重庆三台/重庆3台/cqtv3/cqtv科教
重庆时尚频道	ccqtv8	重庆时尚频道/重庆时尚/重庆电视台时尚频道/重庆电视台时尚/重庆台时尚频道/重庆台时尚/重庆七套/重庆七/重庆7套/重庆7/cqtv时尚/cqtv7/重庆七台
福建电视剧频道	fjtv5	福建电视剧频道/福建电视剧/福建电视台电视剧频道/福建电视台电视剧/福建tv5频道/福建tv5/福建电视电视剧频道/福建电视电视剧/福建台电视剧频道/福建台电视剧/fjtv5/福建5电视剧/福建5影视
福建少儿频道	fjtv9	福建少儿频道/福建少儿/福建电视台少儿频道/福建电视台少儿/福建台少儿频道/福建台少儿/fjtv9/福建9少儿/福建少儿台
莆田新闻综合频道	pttv1	莆田新闻综合频道/莆田新闻综合/莆田电视台新闻综合频道/莆田电视台新闻综合/福建莆田电视台/福建莆田电视/莆田1套/莆田1/莆田一台/莆田一
龙岩公共频道	fjly2	龙岩公共频道/龙岩公共/龙岩电视台公共频道/龙岩电视台公共/龙岩公共台
三明综合频道	smtv1	三明综合频道/三明综合/三明电视台综合频道/三明电视台综合/福建三明电视台/福建三明电视/三明1套/三明1/三明一台/三明一
甘肃文化影视频道	gstv6	甘肃文化影视频道/甘肃文化影视/甘肃电视台文化影视频道/甘肃电视台文化影视/甘肃台影视频道/甘肃台影视/甘肃影视台/甘肃影视/甘肃影视电视台/甘肃影视电视/甘肃文化/甘肃影视频道/甘肃文化台
天水导视	tsdaoshi	天水导视
兰州综艺体育频道	lanzhoutv2	兰州综艺体育频道/兰州综艺体育/兰州电视台综艺体育频道/兰州电视台综艺体育/兰州综艺频道/兰州综艺/兰州体育频道/兰州体育/兰州综艺体育台
U导视	udaoshi	u导视
深圳卫视	sztv1	深圳卫视/深圳卫视频道/深圳卫星电视/深圳卫星频道/深圳卫星/深圳电视台/深圳电视/深圳台/深圳/深圳tv
潮州新闻综合	czbtv1	潮州新闻综合/潮州电视台新闻综合频道/潮州电视台新闻综合/广东潮州电视台新闻综合频道/广东潮州电视台新闻综合/潮州新闻综合频道/潮州电视台综合频道/潮州电视台综合/潮州综合频道/潮州综合/czbtv1/潮州新闻综合台/潮州台新闻综合频道/潮州台新闻综合
广西都市频道	guanxi3	广西都市频道/广西都市/广西电视台都市频道/广西电视台都市/gxtv 生活频道/gxtv 生活/广西台生活频道/广西台生活/广西都市生活频道/广西都市生活/广西生活频道/广西生活/广西生活台/广西都市生活台
海南新闻频道	hainantv2	海南新闻频道/海南新闻/海南电视台新闻频道/海南电视台新闻/海南新闻台
海南青少频道	hainantv4	海南青少频道/海南青少/海南电视台青少频道/海南电视台青少/海南第四频道/海南第四/海南四套/海南四/海南四套少儿/海南四台/海南少儿/海南少儿台
海南青少文娱频道	hnwt	海南青少文娱频道/海南青少文娱/海南文体信息/海南青少文娱台
海口生活娱乐频道	haikoutv2	海口生活娱乐频道/海口生活娱乐/海口电视台生活娱乐频道/海口电视台生活娱乐/海口电视台二套生活娱乐频道/海口电视台二套生活娱乐/海口二套/海口二/海口电视台2/海口二台/海口生活娱乐台/海口2套/海口2
邢台新闻综合频道	xttv1	邢台新闻综合频道/邢台新闻综合/邢台电视台新闻综合频道/邢台电视台新闻综合/邢台电视台1/邢台台新闻综合频道/邢台台新闻综合/邢台电视台一套新闻综合频道/邢台电视台一套新闻综合/xttv1/邢台一套/邢台一/邢台1套/邢台1/邢台1台/邢台一台/邢台综合
大庆综合频道	daqingtv1	大庆综合频道/大庆综合/大庆电视台新闻综合频道/大庆电视台新闻综合/大庆台新闻综合频道/大庆台新闻综合/大庆新闻频道/大庆新闻/大庆电视台综合频道/大庆电视台综合/大庆新闻综合
大庆百湖频道	daqingtv2	大庆百湖频道/大庆百湖/大庆电视台百湖频道/大庆电视台百湖/大庆台百湖频道/大庆台百湖/大庆tv百湖频道/大庆tv百湖/大庆台百湖台/大庆tv百湖台
油田综合	dqyt	油田综合/大庆油田有线电视
河南新闻频道	hntv6	河南新闻频道/河南新闻/河南电视台新闻频道/河南电视台新闻/河南六套/河南六/河南6套/河南6/河南台新闻频道/河南台新闻/hntv6/hntv新闻/河南电视台6/河南电视台精品博览频道/河南电视台精品博览/hntv6新闻/河南六台
郑州文体频道	zhengzhoutv3	郑州文体频道/郑州文体/郑州电视台文体频道/郑州电视台文体/zztv3/zztv3文化娱乐频道/zztv3文化娱乐/郑视文化娱乐频道/郑视文化娱乐/郑州3套/郑州3/郑州电视台3套/郑州电视台3/郑州三套/郑州三/郑州文化娱乐台/郑州文化娱乐/郑州文娱频道/郑州文娱/郑州电视台文化娱乐频道/郑州电视台文化娱乐/郑州三台/郑州文化娱乐频道
南阳新闻综合	nytv1	南阳新闻综合/南阳电视台新闻综合频道/南阳电视台新闻综合/nytv1/南阳电视台1套/南阳电视台1/南阳台新闻综合频道/南阳台新闻综合/南阳综合频道/南阳综合/南阳新闻频道/南阳新闻/南阳一台/南阳一
南阳公共频道	nytv2	南阳公共频道/南阳公共/南阳电视台公共频道/南阳电视台公共/nytv2/南阳电视台2套/南阳电视台2/南阳台社会生活频道/南阳台社会生活/南阳社会频道/南阳社会/南阳生活频道/南阳生活/南阳二套/南阳二/南阳2台/南阳2/南阳二台/南阳2套/南阳电视台社会生活频道/南阳电视台社会生活/南阳社会生活频道/南阳社会生活
湖北综合频道	hubei2	湖北综合频道/湖北综合/湖北电视台综合频道/湖北电视台综合/湖北电视台黄金剧场/湖北电视台一套/湖北电视台一/湖北一套/湖北一/湖北一台
武汉文体频道	whtv5	武汉文体频道/武汉文体/武汉电视台文体频道/武汉电视台文体/武汉5台/武汉5/武汉5套/武汉电视台体育/武汉电视台五套/武汉电视台五/武汉五套/武汉五/武汉体育/whtv5/武汉五台/武汉电视台体育频道/武汉体育台/武汉文体台
武汉少儿频道	whtv7	武汉少儿频道/武汉少儿/武汉电视台少儿频道/武汉电视台少儿/武汉7台/武汉7/武汉7套/武汉电视台七套/武汉电视台七/武汉七套/武汉七/whtv7/武汉七台/武汉少儿台
武汉教育电视台	wetv	武汉教育电视台/武汉教育电视/武汉教育
黄冈新闻综合	hbhgtv1	黄冈新闻综合/黄冈电视台新闻综合频道/黄冈电视台新闻综合/黄冈电视台一套/黄冈电视台一/黄冈一套/黄冈一/黄冈新闻频道/黄冈新闻/黄冈电视台/黄冈电视/黄冈一台/黄冈新闻台
黄冈公共频道	hbhgtv2	黄冈公共频道/黄冈公共/黄冈电视台公共频道/黄冈电视台公共/黄岗电视台二套/黄岗电视台二/黄岗二套/黄岗二/黄岗二台
湖南卫视欧洲	hunantv9	湖南卫视欧洲频道/湖南卫视欧洲
长株潭一套	czt1	长株潭一套/长株潭一/长株潭频道一
南京教科频道	njtv3	南京教科频道/南京教科/南京电视台教育科技频道/南京电视台教育科技/江苏南京教科频道/江苏南京教科/南京电视台教科频道/南京电视台教科/南京台教科频道/南京台教科/南京教育科技频道/南京教育科技/南京科教频道/南京科教/南京科教台
常熟影视娱乐频道	changshu3	常熟影视娱乐频道/常熟影视娱乐/常熟电视台影视娱乐频道/常熟电视台影视娱乐
无锡都市资讯频道	wuxi7	无锡都市资讯频道/无锡都市资讯/无锡电视台都市资讯/无锡台都市资讯/无锡都市频道/无锡都市/无锡电视都市资讯频道/无锡电视都市资讯/无锡资讯/无锡资讯频道/无锡都市台
辽宁青少频道	lntv5	辽宁青少频道/辽宁青少/辽宁电视台教育青少频道/辽宁电视台教育青少/辽宁青少电视台/辽宁青少电视/辽宁青少台/辽宁电视台青少频道/辽宁电视台青少/辽宁教育频道/辽宁教育
大连生活频道	dalian2	大连生活频道/大连生活/大连电视台生活频道/大连电视台生活/dltv2/dltv生活频道/dltv生活/大连电视台2/大连生活台/大连2套/大连2/大连二套/大连二/大连2台/大连二台
晋城公共娱乐频道	jctv2	晋城公共娱乐频道/晋城公共娱乐/晋城电视台公共频道/晋城电视台公共/山西晋城电视台公共娱乐频道/山西晋城电视台公共娱乐/jctv2/晋城公共频道/晋城公共/晋城电视台公共娱乐频道/晋城电视台公共娱乐/晋城公共台
山东综艺频道	sdtv8	山东综艺频道/山东综艺/山东电视台综艺频道/山东电视台综艺/山东电视综艺频道/山东电视综艺/sdtv综艺/山东综艺台
青岛生活服务频道	sdqd2	青岛生活服务频道/青岛生活服务/青岛电视台生活服务频道/青岛电视台生活服务/qtv2生活服务频道/qtv2生活服务/青岛2台/青岛2/青岛二台/青岛二/青岛2套/青岛二套/qtv2/青岛台生活服务频道/青岛台生活服务/青岛生活服务台青岛二台/青岛生活服务台青岛二
济南少儿频道	jntv7	济南少儿频道/济南少儿/济南电视台少儿频道/济南电视台少儿/jntv7少儿频道/jntv7少儿/jntv7/济南少儿电视台/济南少儿电视
淄博新闻综合	zbrt1	淄博新闻综合/淄博电视台新闻综合频道/淄博电视台新闻综合/淄博新闻综合频道/淄博新闻频道/淄博新闻/淄博新闻台
淄博公共频道	zbrt2	淄博公共频道/淄博公共/淄博电视台公共频道/淄博电视台公共/淄博影视频道/淄博影视/淄博电视台二台/淄博电视台二/淄博二套/淄博二/淄博台影视频道/淄博台影视/淄博影视台/淄博二台
淄博都市频道	zbrt4	淄博都市频道/淄博都市/淄博电视台都市频道/淄博电视台都市/zbrt4/淄博都市台
日照快乐频道	rizhao3	日照快乐频道/日照快乐/日照电视台公共频道/日照电视台公共/日照公共频道/日照公共/日照公共台
第一财经	shhai2	第一财经/上海电视台第一财经频道/上海电视台第一财经/上海第一财经电视台/上海第一财经电视/上海台第一财经频道/上海台第一财经/上视电视台第一财经频道/上视电视台第一财经/第一财经频道/上海第一财经/上视第一财经频道/上视第一财经/第1财经/第一财经cbn/iptv股评汇/第1財經電視
劲爆体育	sitv4	劲爆体育/新视觉体育高清频道/新视觉体育高清/新视觉高清台/新视觉高清/新视觉体育/新视觉高清体育/新视觉hd体育/新视觉标清体育
魅力音乐	sitv5	魅力音乐/上海新视觉娱乐高清/sitv新视觉娱乐高清频道/sitv新视觉娱乐高清/上海新视觉娱乐高清频道/新视觉娱乐/新视觉高清娱乐/新视觉hd娱乐/魅力音乐hd
陕西一套	shxitv2	陕西一套/陕西一/陕西电视台新闻综合频道/陕西电视台新闻综合/陕视新闻综合频道/陕视新闻综合/陕西电视台1套/陕西电视台1/陕西电视台一套/陕西电视台一/陕西台新闻综合频道/陕西台新闻综合/陕西新闻综合频道/陕西新闻综合/陕西一台/陕西1台/陕西1/陕西1套/陕西电视台新闻频道/陕西电视台新闻/sxtvs2/陕西新闻
陕西二套	shxitv3	陕西二套/陕西二/陕西电视台都市青春频道/陕西电视台都市青春/陕视都市青春频道/陕视都市青春/陕西电视台2套/陕西电视台2/陕西都市青春频道/陕西都市青春/陕西台都市青春频道/陕西台都市青春/陕西2台/陕西2/陕西2套/陕西二台
四川公共频道	sctv9	四川公共频道/四川公共/四川电视台公共频道/四川电视台公共/sctv9/sctv9公共频道/sctv9公共/四川电视台9套/四川电视台9/四川公共频道sctv9/sctv公共/四川9/四川九台/四川九
成都少儿频道	cdtv_6	成都少儿频道/成都少儿/成都电视台少儿频道/成都电视台少儿/cdtv6/cdtv6少儿频道/cdtv6少儿/cdtv6成都少儿频道/cdtv6成都少儿/成都六台/成都六/成都少儿台
XJTV3	xjtv3	xjtv3/新疆电视台哈萨克语新闻综合频道/新疆电视台哈萨克语新闻综合/新疆电视台第三频道哈萨克语新闻综合频道/新疆电视台第三频道哈萨克语新闻综合/新疆电视台三频道/新疆电视台三/新疆电视台三套哈萨克语新闻综合频道/新疆电视台三套哈萨克语新闻综合/新疆哈萨克语新闻综合频道/新疆哈萨克语新闻综合/新疆台3频道/新疆台3/新疆哈萨克语频道/新疆哈萨克语/新疆电视台哈萨克语频道/新疆电视台哈萨克语/哈萨克语新闻频道/哈萨克语新闻/新疆哈语新闻综合/新疆三台/新疆三
杭州少儿频道	htv5	杭州少儿频道/杭州少儿/杭州电视台少儿频道/杭州电视台少儿/杭州台少儿频道/杭州台少儿/杭州五台/杭州五/htv5/杭州五套/杭州5套/杭州5/杭州体育频道/杭州体育/杭州台少儿台
西藏卫视藏语	xizangtv1	西藏卫视(藏语)/西藏电视台藏语卫视/西藏台藏语综合频道/西藏台藏语综合/西藏卫视频道/西藏卫视/西藏卫视台/西藏卫星电视/西藏卫星频道/西藏卫星/西藏一套/西藏一/西藏1套/西藏1/西藏一台/西藏1台/西藏藏语/西藏卫视藏语/西藏藏语频道
临汾一套	linfentv1	临汾一套/临汾一/临汾电视台一套/临汾电视台一/临汾1套/临汾1/临汾台一套/临汾台一/临汾新闻综合频道/临汾新闻综合/临汾一台/临汾1台
临汾二套	linfentv2	临汾二套/临汾二/临汾电视台二套/临汾电视台二/临汾2套/临汾2/临汾台二套/临汾台二/临汾综艺生活频道/临汾综艺生活/临汾二台/临汾2台
牡丹江金融频道	moudanjian4	牡丹江金融频道/牡丹江金融/牡丹江电视台金融频道/牡丹江电视台金融
南宁都市生活频道	nanningtv3	南宁都市生活频道/南宁都市生活/南宁电视台都市生活频道/南宁电视台都市生活/南宁台都市生活频道/南宁台都市生活/南宁都市频道/南宁都市/南宁生活频道/南宁生活/南宁都市生活台/南宁都市台/南宁生活台
义乌商贸频道	zjyiwu2	义乌商贸频道/义乌商贸/义乌电视台商贸频道/义乌电视台商贸/义乌台商贸频道/义乌台商贸
义乌公共文艺	zjyiwu3	义乌公共文艺/义乌电视台公共文艺频道/义乌电视台公共文艺/义乌台电视剧频道/义乌台电视剧/义乌电视台电视剧频道/义乌电视台电视剧
延边TV2	ybtv2	延边tv2/延边电视台经济生活频道/延边电视台经济生活/延边经济文化频道/延边经济文化/延边经济文化台
